[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.] 
[-0.19999999  0.075       0.1525    ],[-0.19990902  0.07507259  0.33997524],[-0.12982643  0.1475261   0.48845267],[-0.04370998  0.23654488  0.6708824 ],[0.07969439 0.29667646 0.55557883],[0.27709511 0.36682251 0.46015728],[0.29212844 0.39027172 0.35614574]
[-0.19999999  0.075       0.1525    ],[-0.19990902  0.07507266  0.33997521],[-0.13074197  0.14918908  0.48806089],[-0.04575092  0.24025077  0.67000961],[0.07835253 0.2994802  0.55498898],[0.27657503 0.3677111  0.45987931],[0.29015207 0.40200502 0.35871655]
[-0.19999999  0.075       0.1525    ],[-0.19990408  0.07506572  0.33997473],[-0.11421685  0.14206953  0.48271376],[-0.00892858  0.22439308  0.65809304],[0.10680696 0.27710983 0.53173727],[0.29861632 0.33450451 0.41812113],[0.30292255 0.37740746 0.31945506]
[-0.19999999  0.075       0.1525    ],[-0.19989717  0.07505827  0.33997443],[-0.10522579  0.12870307  0.48268384],[0.01110028 0.19461511 0.65802473],[0.12729353 0.24621823 0.53162873],[0.32000694 0.29562977 0.41580695],[0.32301432 0.35595444 0.32666606]
[-0.19999999  0.075       0.1525    ],[-0.19990969  0.07505299  0.33997524],[-0.08731008  0.13737202  0.46505114],[0.05104036 0.21393952 0.61872953],[0.1320177  0.24794798 0.46244186],[0.28985769 0.28097716 0.29815197],[0.26791662 0.34034622 0.21104243]
[-0.19999999  0.075       0.1525    ],[-0.19991972  0.07503908  0.33997691],[-0.07335427  0.14894786  0.44354144],[0.08215126 0.23974864 0.57079703],[0.13465253 0.22960497 0.39968085],[0.25867873 0.19832599 0.20827532],[0.23286662 0.24954416 0.11714616]
[-0.19999999  0.075       0.1525    ],[-0.19992667  0.07502455  0.33997819],[-0.05934344  0.1547574   0.41799763],[0.11338229 0.25270668 0.5138756 ],[0.14138153 0.20057452 0.3446492 ],[0.23168521 0.10789451 0.15425462],[0.20119044 0.13444015 0.05445725]
[-0.19999999  0.075       0.1525    ],[-0.19992185  0.07503273  0.33997676],[-0.06529696  0.16755177  0.41429397],[0.10011231 0.28121194 0.5056271 ],[0.14478539 0.23602912 0.33798844],[0.25768024 0.15910262 0.15269974],[0.22954085 0.18163316 0.05123687]
[-0.19999999  0.075       0.1525    ],[-0.19991916  0.07505178  0.33997533],[-0.07075762  0.1755515   0.4136107 ],[0.08794264 0.29902476 0.50410461],[0.13962118 0.29278079 0.33255067],[0.26386905 0.27011013 0.14008191],[0.23262529 0.30706525 0.04389301]
[-0.19999999  0.075       0.1525    ],[-0.2006442   0.07449473  0.34021237],[-0.08081773  0.18962352  0.40887338],[0.06606232 0.33106056 0.492856  ],[0.11818361 0.34251651 0.32199508],[0.24497454 0.34795675 0.13026252],[0.20963098 0.38558447 0.03601781]
[-0.19999999  0.075       0.1525    ],[-0.19992584  0.07508031  0.33997342],[-0.09620392  0.20032761  0.41585627],[0.03124355 0.35421374 0.50911212],[0.09318713 0.3816317  0.34312403],[0.23061889 0.41383934 0.16126952],[0.19684051 0.45319787 0.06690729]
[-0.19999999  0.075       0.1525    ],[-0.19992375  0.07508254  0.33997291],[-0.0993827   0.20219254  0.41702887],[0.0241573  0.35836744 0.51172733],[0.09107284 0.38760239 0.34799415],[0.23370816 0.41341367 0.16914928],[0.20614308 0.46054313 0.07634175]
[-0.19999999  0.075       0.1525    ],[-0.19993342  0.07507141  0.33997515],[-0.09732059  0.20144129  0.41551387],[0.02876191 0.35670272 0.50834501],[0.07827821 0.3662307  0.3363052 ],[0.20122921 0.36728543 0.14168254],[0.165402   0.40711144 0.0482778 ]
[-0.19999999  0.075       0.1525    ],[-0.19993421  0.07505787  0.33997688],[-0.10610668  0.19226061  0.43829691],[0.0091795  0.33625096 0.55911374],[0.07384114 0.32507625 0.39227909],[0.21387917 0.30539221 0.21062961],[0.18540162 0.32026181 0.10785773]
[-0.19999999  0.075       0.1525    ],[-0.19993487  0.07504307  0.33997869],[-0.11486587  0.17727807  0.46047723],[-0.01034237  0.30287427  0.60853755],[0.0646887  0.27137727 0.44879729],[0.21372938 0.21898942 0.28135902],[0.19392411 0.22151881 0.17555061]
[-0.19999999  0.075       0.1525    ],[-0.19993204  0.07504389  0.33997914],[-0.12700453  0.16488905  0.47715968],[-0.03739765  0.27526301  0.64571124],[0.05873169 0.26274505 0.49491039],[0.22714268 0.22288294 0.34311551],[0.22394249 0.24393316 0.23756576]
[-0.19999999  0.075       0.1525    ],[-0.19991969  0.07505194  0.33997691],[-0.12266998  0.16499123  0.47470173],[-0.02774994  0.27548358  0.64024019],[0.08337533 0.27583089 0.49956283],[0.2681818  0.25346386 0.36414108],[0.27442682 0.28069627 0.26015294]
[-0.19999999  0.075       0.1525    ],[-0.19990943  0.07505996  0.33997411],[-0.11124295  0.18007913  0.4553622 ],[-0.00229404  0.30910003  0.59715313],[0.11300225 0.30732054 0.45988148],[0.30309415 0.28825903 0.33145243],[0.31065202 0.30753231 0.22578493]
[-0.19999999  0.075       0.1525    ],[-0.19990844  0.0750722   0.33997244],[-0.09880421  0.19032815  0.43323168],[0.02542934 0.33193198 0.54783976],[0.12501208 0.34731525 0.39955813],[0.3012915  0.35326022 0.25162518],[0.29566026 0.37837911 0.14707109]
[-0.19999999  0.075       0.1525    ],[-0.20045009  0.07459432  0.34016198],[-0.09225528  0.20169088  0.40708503],[0.04040993 0.35757652 0.4890393 ],[0.10056399 0.37234175 0.32101253],[0.23632035 0.38491899 0.13581923],[0.20313874 0.38882965 0.03364649]
[-0.19999999  0.075       0.1525    ],[-0.20055109  0.0744495   0.3401984 ],[-0.07933622  0.18718755  0.41066977],[0.06933618 0.32520071 0.49702531],[0.1205584  0.32890731 0.32550976],[0.24452201 0.31883362 0.13227919],[0.20582122 0.32666159 0.03230178]
[-0.19999999  0.075       0.1525    ],[-0.19991446  0.07505198  0.33997473],[-0.06864347  0.17219225  0.41437986],[0.09265021 0.2915383  0.50582016],[0.14984921 0.28991517 0.33591989],[0.27838913 0.26589942 0.14645648],[0.24918801 0.29205614 0.04616988]
[-0.19999999  0.075       0.1525    ],[-0.19989657  0.07504648  0.33997297],[-0.0536726   0.15166265  0.41033795],[0.12599656 0.24579473 0.49681726],[0.19914785 0.24831881 0.33316118],[0.3416425  0.22015846 0.15456149],[0.33142108 0.26918533 0.05924052]
[-0.19999999  0.075       0.1525    ],[-0.19989052  0.07503217  0.33997288],[-0.04302819  0.13418475  0.40398544],[0.14971223 0.20685829 0.4826619 ],[0.2190617  0.19637413 0.31767267],[0.35797    0.15522707 0.1387701 ],[0.34494537 0.19642112 0.04014155]
[-0.19999999  0.075       0.1525    ],[-0.19989058  0.07502344  0.33997318],[-0.04813749  0.11672921  0.4261995 ],[0.13832176 0.16796599 0.53216213],[0.21467675 0.15631439 0.37037581],[0.3623935  0.11685859 0.19827726],[0.3507084  0.15203391 0.09718117]
[-0.19999999  0.075       0.1525    ],[-0.19989106  0.07502723  0.33997345],[-0.06254527  0.12061031  0.44609854],[0.10621127 0.17661034 0.57650453],[0.19517769 0.16999714 0.42099953],[0.35741943 0.13933384 0.2605871 ],[0.35159063 0.17417243 0.15886918]
[-0.19999999  0.075       0.1525    ],[-0.19990878  0.07502536  0.33997607],[-0.06107783  0.1226238   0.44325513],[0.10949857 0.18109989 0.57016087],[0.16791089 0.16982508 0.40104204],[0.29359651 0.1253214  0.21337348],[0.27441007 0.16432741 0.11486173]
[-0.19999999  0.075       0.1525    ],[-0.19991614  0.07500728  0.33997717],[-0.03963172  0.10171313  0.41615123],[0.15729961 0.1345181  0.50975972],[0.17900498 0.10657567 0.33401015],[0.25611117 0.03269468 0.13006881],[0.22643915 0.07237709 0.03447066]
[-0.19999999  0.075       0.1525    ],[-0.19991344  0.07500041  0.33997706],[-0.04026528  0.07808355  0.42188868],[0.15588491 0.08186734 0.52254343],[0.18098022 0.06688137 0.34566683],[0.26427394 0.01107961 0.13843653],[0.2250576  0.04303639 0.0433844 ]
[-0.19999999  0.075       0.1525    ],[-0.19991978  0.07498585  0.33997783],[-0.04162283  0.05580981  0.42232853],[0.15286364 0.03224365 0.52352345],[0.16636589 0.00385152 0.34702629],[ 0.2349835  -0.06914714  0.13976145],[ 0.18950051 -0.04450885  0.04532444]
[-0.19999999  0.075       0.1525    ],[-0.19992009  0.07498394  0.33997771],[-0.0406061   0.05496756  0.42013794],[0.15512939 0.03036806 0.51864249],[ 0.16422375 -0.001025    0.34237167],[ 0.2267445  -0.07874099  0.13489354],[ 0.18843417 -0.0432856   0.04071636]
[-0.19999999  0.075       0.1525    ],[-0.199922    0.07498659  0.33997819],[-0.04083723  0.05625559  0.42090291],[0.15461619 0.03323631 0.52034539],[0.16182056 0.00432288 0.34356409],[ 0.21525225 -0.07794449  0.13530159],[ 0.19443709 -0.02513795  0.04380155]
[-0.19999999  0.075       0.1525    ],[-0.20059864  0.07516737  0.340184  ],[-0.03816439  0.05246591  0.41367754],[0.16125455 0.02479278 0.50362045],[ 0.17395243 -0.01293394  0.32908443],[ 0.23223805 -0.10736061  0.12770632],[ 0.21792755 -0.05726     0.03369355]
[-0.19999999  0.075       0.1525    ],[-0.20072275  0.07509258  0.34022832],[-0.0372564  0.0540118  0.4119505],[0.16328502 0.02795282 0.49979553],[ 0.18773259 -0.01046437  0.3267118 ],[ 0.2616103  -0.10275687  0.12981832],[ 0.2499363  -0.05437934  0.03453642]
[-0.19999999  0.075       0.1525    ],[-0.19990806  0.07497264  0.33997536],[-0.0394626   0.04292087  0.41369727],[0.15766829 0.00353232 0.5042972 ],[ 0.18292898 -0.04092058  0.33246538],[ 0.2526722  -0.14484854  0.13925493],[ 0.25796381 -0.08842541  0.04769835]
[-0.19999999  0.075       0.1525    ],[-0.19991341  0.0749705   0.33997607],[-0.04325343  0.03078177  0.41554537],[ 0.14922488 -0.0235167   0.50841236],[ 0.16898605 -0.06106711  0.33422962],[ 0.22941612 -0.15940109  0.13504511],[ 0.2413784  -0.09441725  0.0500266 ]
[-0.19999999  0.075       0.1525    ],[-0.19991091  0.07496972  0.33997566],[-0.04332686  0.03031926  0.41542843],[ 0.14905933 -0.02454683  0.5081526 ],[ 0.17221367 -0.06065643  0.33408287],[ 0.23593555 -0.1577391   0.13530999],[ 0.25443566 -0.08820994  0.05520037]
[-0.19999999  0.075       0.1525    ],[-0.19991049  0.07497358  0.33997583],[-0.04362864  0.0326328   0.41736287],[ 0.14838657 -0.01939426  0.51246202],[ 0.17500907 -0.05117846  0.33804524],[ 0.24482976 -0.14183183  0.13828725],[ 0.26189017 -0.06975046  0.06013784]
[-0.19999999  0.075       0.1525    ],[-0.19991185  0.0749643   0.33997548],[-0.04257713  0.03201241  0.41484973],[ 0.15072984 -0.02076948  0.50686628],[ 0.16820267 -0.07530077  0.33698016],[ 0.22305125 -0.1947169   0.14796638],[ 0.23535493 -0.14126045  0.05531007]
[-0.19999999  0.075       0.1525    ],[-0.19990979  0.07496335  0.33997518],[-0.05289041  0.0370236   0.4356378 ],[ 0.12774161 -0.00960033  0.55319118],[ 0.16240396 -0.07097004  0.38835061],[ 0.23576672 -0.1980478   0.21097004],[ 0.25812763 -0.14828864  0.11813527]
[-0.19999999  0.075       0.1525    ],[-0.1999047   0.07495958  0.33997479],[-0.06509763  0.03777047  0.4524447 ],[ 0.10053115 -0.00793104  0.5906446 ],[ 0.15308639 -0.07694221  0.43375117],[ 0.23483606 -0.21723285  0.27056432],[ 0.28065401 -0.17342764  0.18352415]
[-0.19999999  0.075       0.1525    ],[-0.19990645  0.07496677  0.3399753 ],[-0.06017663  0.06005168  0.45159566],[0.11149744 0.04171369 0.58875495],[ 0.15944648 -0.04162937  0.43744528],[ 0.2395791  -0.19523086  0.28585821],[ 0.27777457 -0.16032031  0.19143082]
[-0.19999999  0.075       0.1525    ],[-0.19990598  0.07496673  0.33997482],[-0.05296347  0.06097182  0.44204167],[0.12757266 0.04376407 0.56746614],[ 0.16703671 -0.04015847  0.41403976],[ 0.24903625 -0.18855664  0.25832391],[ 0.26914608 -0.15257961  0.15884811]
[-0.19999999  0.075       0.1525    ],[-0.19990623  0.07496701  0.33997545],[-0.06450088  0.06034439  0.45684147],[0.10186054 0.04236668 0.60044402],[ 0.15504146 -0.04027851  0.45050597],[ 0.25189805 -0.18666682  0.30156615],[ 0.27185881 -0.1590234   0.19943044]
[-0.19999999  0.075       0.1525    ],[-0.19990408  0.07496882  0.33997521],[-0.06423514  0.06558007  0.457073  ],[0.10245014 0.05403272 0.60096049],[ 0.15903309 -0.0284941   0.45220661],[ 0.26026177 -0.17406571  0.30538771],[ 0.28041112 -0.14753908  0.20299295]
[-0.19999999  0.075       0.1525    ],[-0.199921    0.07497662  0.33997798],[-0.05938128  0.06679492  0.45128733],[0.11328357 0.05673132 0.58805919],[ 0.13504639 -0.01628703  0.42578247],[ 0.20499507 -0.14835379  0.2506848 ],[ 0.20368241 -0.1071559   0.15121058]
[-0.19999999  0.075       0.1525    ],[-0.19992872  0.07497313  0.33997884],[-0.05734309  0.07047504  0.44887534],[0.11782984 0.064936   0.58268481],[ 0.11936145 -0.02731907  0.42898005],[ 0.16196074 -0.18441555  0.26619324],[ 0.16547471 -0.14410466  0.16640958]
[-0.19999999  0.075       0.1525    ],[-0.19999999  0.075       0.33999997],[-0.20000005  0.075       0.51950002],[-0.20000005  0.075       0.74000001],[-0.20000006  0.07500001  0.91924995],[-0.20000006  0.00975009  1.13999987],[-0.20000006  0.07500004  1.22565007]
[-0.19999999  0.075       0.1525    ],[-0.20000014  0.0750002   0.33999881],[-0.20000434  0.07500021  0.51949769],[-0.20000958  0.07500012  0.7399978 ],[-0.20001613  0.07499966  0.91924655],[-0.2000242   0.00974932  1.1399951 ],[-0.20002747  0.07499911  1.2256453 ]
[-0.19999999  0.075       0.1525    ],[-0.19997637  0.075       0.33999845],[-0.1863758   0.07404713  0.51897848],[-0.16966593  0.07287657  0.73884147],[-0.14302777  0.07001413  0.91607779],[-0.12375432  0.00266908  1.13535154],[-0.09137725  0.06380954  1.21785808]
[-0.19999999  0.075       0.1525    ],[-0.19994645  0.07499164  0.33999699],[-0.18181701  0.0730681   0.51856494],[-0.15954052  0.07070409  0.73792458],[-0.10023558  0.06058314  0.9067775 ],[-0.04399022 -0.0148952   1.11684179],[0.01816281 0.03845026 1.18673337]
[-0.19999999  0.075       0.1525    ],[-0.19996651  0.07500495  0.33999768],[-0.21077803  0.07465699  0.51916993],[-0.22405569  0.07423004  0.73926973],[-0.16437238  0.08183633  0.90812051],[-0.0852543   0.02620403  1.11700606],[-0.03507654  0.09695724  1.18080044]
[-0.19999999  0.075       0.1525    ],[-0.20000046  0.07501103  0.3399981 ],[-0.23683003  0.07316712  0.51566905],[-0.28207198  0.07090257  0.73146462],[-0.24831904  0.09031426  0.90643382],[-0.1920746   0.0507871   1.12611878],[-0.15308185  0.1309281   1.18653846]
[-0.19999999  0.075       0.1525    ],[-0.20005299  0.07501636  0.33999661],[-0.26235759  0.08094538  0.50822812],[-0.33889899  0.08822986  0.71488643],[-0.36079147  0.10671619  0.89183009],[-0.37766171  0.06551923  1.11767316],[-0.34555167  0.14520305  1.18257976]
[-0.19999999  0.075       0.1525    ],[-0.20009826  0.07502347  0.3399924 ],[-0.29198775  0.08318287  0.49395996],[-0.40487683  0.09320822  0.68309975],[-0.46445218  0.11806215  0.85032135],[-0.52248991  0.08698111  1.07088888],[-0.50100595  0.17511226  1.12889647]
[-0.19999999  0.075       0.1525    ],[-0.20012422  0.07502085  0.33998835],[-0.31676736  0.06746207  0.47619224],[-0.46006742  0.05817831  0.64351153],[-0.53443891  0.09481109  0.80243647],[-0.59691674  0.08753781  1.02385378],[-0.59977907  0.18718451  1.06454635]
[-0.19999999  0.075       0.1525    ],[-0.20012799  0.07503101  0.33998722],[-0.31998166  0.06543493  0.47324318],[-0.46722579  0.05364946  0.63693839],[-0.53887475  0.1103556   0.79115081],[-0.59888071  0.13049847  1.01245368],[-0.61002398  0.23179418  1.04721904]
[-0.19999999  0.075       0.1525    ],[-0.20012473  0.07503406  0.33998764],[-0.31864285  0.06751942  0.47456568],[-0.46424592  0.05829138  0.63988489],[-0.53825086  0.11326689  0.79361171],[-0.5984776   0.13326758  1.01486826],[-0.62637436  0.22999446  1.05307043]
[-0.19999999  0.075       0.1525    ],[-0.20013569  0.07502456  0.33998647],[-0.32060802  0.06457619  0.47261646],[-0.46861279  0.05174336  0.63554484],[-0.55028421  0.09942357  0.78781831],[-0.61804241  0.11184546  1.00744498],[-0.65435612  0.20528351  1.04674292]
[-0.19999999  0.075       0.1525    ],[-0.20010208  0.07504478  0.33999074],[-0.30126834  0.08109791  0.48812908],[-0.42555273  0.08853761  0.67010254],[-0.47767416  0.14645724  0.83153176],[-0.5118804   0.16703925  1.05822206],[-0.52827662  0.2645914   1.10074663]
[-0.19999999  0.075       0.1525    ],[-0.2000837   0.07503115  0.33999386],[-0.27800044  0.08074132  0.50159222],[-0.37372282  0.08775838  0.70009989],[-0.42042491  0.12502515  0.86909914],[-0.44406152  0.11920713  1.09799004],[-0.46407029  0.21013141  1.15208292]
[-0.19999999  0.075       0.1525    ],[-0.2000832   0.0750169   0.33999413],[-0.27660808  0.0676033   0.50218803],[-0.37062034  0.05849801  0.70142698],[-0.42300341  0.0873082   0.8704145 ],[-0.45157245  0.07208805  1.09830964],[-0.46542764  0.16603658  1.14905632]
[-0.19999999  0.075       0.1525    ],[-0.20010924  0.0750063   0.33999074],[-0.30150437  0.04815756  0.48564184],[-0.42607084  0.0151764   0.66456145],[-0.49186629  0.05018287  0.82758301],[-0.54645222  0.03809135  1.05087113],[-0.54078394  0.13604449  1.09521663]
[-0.19999999  0.075       0.1525    ],[-0.20013534  0.07499324  0.33998623],[-0.32483476  0.04067969  0.46442753],[-0.47803342 -0.00147353  0.61730027],[-0.56548649  0.02279714  0.77187371],[-0.6614787  -0.00936674  0.97859967],[-0.63667059  0.07887687  1.03508782]
[-0.19999999  0.075       0.1525    ],[-0.20014749  0.07498885  0.33998439],[-0.32946602  0.04175858  0.45991859],[-0.48834139  0.00093606  0.60725796],[-0.58373499  0.01878241  0.75796115],[-0.69014758 -0.02189245  0.9579767 ],[-0.66911817  0.06398471  1.01942682]
[-0.19999999  0.075       0.1525    ],[-0.20013832  0.07499677  0.33998537],[-0.32886469  0.03807056  0.45947903],[-0.48701072 -0.0072918   0.60627347],[-0.57328719  0.02548927  0.75993437],[-0.65811998  0.00917479  0.97328752],[-0.64830643  0.10684943  1.01752245]
[-0.19999999  0.075       0.1525    ],[-0.20014203  0.07502326  0.3399843 ],[-0.33717185  0.05809102  0.45465124],[-0.50551867  0.0372928   0.59551656],[-0.58428621  0.09106658  0.74728549],[-0.66767251  0.09972811  0.96165264],[-0.64459276  0.19757615  1.00020814]
[-0.19999999  0.075       0.1525    ],[-0.20012249  0.07502512  0.3399882 ],[-0.3201248   0.06243132  0.47286165],[-0.46755067  0.04696212  0.63608783],[-0.53337055  0.09712656  0.79508924],[-0.60287875  0.09921467  1.01451421],[-0.57220048  0.19329476  1.0569545 ]
[-0.19999999  0.075       0.1525    ],[-0.20012179  0.0750112   0.33998847],[-0.3214061   0.05910693  0.47133338],[-0.47040763  0.03957061  0.63268471],[-0.53592908  0.07456882  0.79581535],[-0.61596811  0.05394056  1.0106467 ],[-0.57145989  0.13371208  1.06764519]
[-0.19999999  0.075       0.1525    ],[-0.20013399  0.07502643  0.33998522],[-0.3437264   0.07595461  0.44765484],[-0.52013546  0.07709734  0.57992947],[-0.58049357  0.11831671  0.74359339],[-0.673123    0.10707943  0.95401549],[-0.6123057   0.16722074  1.019418  ]
[-0.19999999  0.075       0.1525    ],[-0.20012391  0.07501896  0.33998659],[-0.34633508  0.07539473  0.4440794 ],[-0.52595979  0.07585814  0.57196146],[-0.56100136  0.10664612  0.74502534],[-0.62868041  0.08436064  0.96390265],[-0.55344975  0.13039759  1.02566195]
[-0.19999999  0.075       0.1525    ],[-0.20011629  0.07499985  0.33998728],[-0.34387472  0.05166926  0.44488215],[-0.52048534  0.02300928  0.57374817],[-0.55590266  0.04774329  0.7477051 ],[-0.61533856  0.01515356  0.96768266],[-0.54701668  0.07120371  1.02919579]
[-0.19999999  0.075       0.1525    ],[-0.20013459  0.07500666  0.33998457],[-0.34816468  0.04961502  0.43824375],[-0.53002512  0.0184237   0.55895776],[-0.58378297  0.05970365  0.72489023],[-0.65770417  0.04712816  0.94251573],[-0.59219766  0.11673854  0.99207902]
