[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.] 
[-0.19999999  0.075       0.1525    ],[-0.19983099  0.07509019  0.33996445],[-0.03612724  0.1462667   0.32171679],[0.16505142 0.23374137 0.29934716],[0.32005087 0.31542805 0.26148689],[0.51313871 0.38516015 0.15730409],[0.52738416 0.49032816 0.17546995]
[-0.19999999  0.075       0.1525    ],[-0.19984186  0.07511117  0.33996427],[-0.05043682  0.17051062  0.31211558],[0.13317323 0.28775185 0.27795434],[0.28363129 0.38177627 0.25245953],[0.47724605 0.46854186 0.16310975],[0.48032624 0.57408381 0.18419756]
[-0.19999999  0.075       0.1525    ],[-0.19984552  0.07511286  0.3399643 ],[-0.05301117  0.17352225  0.30907667],[0.12743929 0.29446319 0.27118158],[0.27542222 0.39152318 0.24273834],[0.46575913 0.48176703 0.14985639],[0.46726492 0.58749306 0.17017895]
[-0.19999999  0.075       0.1525    ],[-0.20055757  0.07457414  0.34012201],[-0.04620983  0.15370864  0.29291207],[0.14304672 0.2505635  0.23483729],[0.2834155  0.34227476 0.17138427],[0.4527835  0.42231393 0.03788324],[0.45751294 0.52909791 0.04995058]
[-0.19999999  0.075       0.1525    ],[-0.19984779  0.07510035  0.339966  ],[-0.0452394   0.1562916   0.29869586],[0.14476836 0.25607976 0.24803969],[0.28610858 0.35140327 0.19266912],[0.45469484 0.44235015 0.06496903],[0.46389422 0.54683322 0.08929759]
[-0.19999999  0.075       0.1525    ],[-0.19984978  0.07510006  0.33996615],[-0.04761174  0.15757351  0.29283559],[0.13948494 0.25893915 0.23497967],[0.28044173 0.35408542 0.17834313],[0.43790451 0.45826003 0.04660828],[0.45701098 0.55485964 0.09015726]
[-0.19999999  0.075       0.1525    ],[-0.19984843  0.0751016   0.33996606],[-0.04711629  0.15774472  0.29477471],[0.14058799 0.2593182  0.23930115],[0.2831074  0.35373455 0.18542483],[0.44180298 0.45983601 0.05674486],[0.4635151  0.55416775 0.10389537]
[-0.19999999  0.075       0.1525    ],[-0.19984198  0.07510843  0.3399643 ],[-0.04541519  0.16300857  0.31497833],[0.14436689 0.27103937 0.28433046],[0.28946161 0.37054378 0.25004807],[0.46307167 0.47860277 0.14429826],[0.47165439 0.57645017 0.18840374]
[-0.19999999  0.075       0.1525    ],[-0.19985291  0.07511155  0.33996519],[-0.04405461  0.15950494  0.3116231 ],[0.14740995 0.26323164 0.27684602],[0.27377254 0.37867391 0.22359604],[0.41767693 0.50493425 0.09571901],[0.42173153 0.60381758 0.13813174]
[-0.19999999  0.075       0.1525    ],[-0.20005924  0.07490359  0.3400161 ],[-0.049716    0.16347231  0.29770762],[0.13493761 0.2721017  0.24574661],[0.25159717 0.39027977 0.17821871],[0.37731135 0.51901639 0.03469887],[0.3812266  0.61830842 0.07610995]
[-0.19999999  0.075       0.1525    ],[-0.19984962  0.07510696  0.33996558],[-0.04702923  0.16070372  0.3010048 ],[0.14078087 0.26590765 0.25318503],[0.27864695 0.36790946 0.2010534 ],[0.43319663 0.48216081 0.07431889],[0.46160871 0.57615125 0.11849634]
[-0.19999999  0.075       0.1525    ],[-0.19984031  0.07511143  0.33996397],[-0.04366758  0.16209415  0.32440823],[0.14825743 0.26899779 0.30534416],[0.29007477 0.37398529 0.27380297],[0.45747072 0.49377435 0.17070149],[0.48127604 0.58610988 0.22070663]
[-0.19999999  0.075       0.1525    ],[-0.19984418  0.07511261  0.33996439],[-0.04325148  0.1605624   0.32059199],[0.14919019 0.26558465 0.29683784],[0.28647286 0.37516716 0.2611388 ],[0.44267595 0.50541759 0.15326591],[0.47001049 0.5940398  0.20796478]
[-0.19999999  0.075       0.1525    ],[-0.19984944  0.07511172  0.33996511],[-0.04622845  0.16226257  0.30828053],[0.14256306 0.26937714 0.26939985],[0.27553493 0.37980205 0.2219243 ],[0.4219712  0.50968492 0.10073185],[0.45368406 0.5993368  0.15122828]
[-0.19999999  0.075       0.1525    ],[-0.19985273  0.0751081   0.33996579],[-0.04483297  0.15769237  0.30325469],[0.14567736 0.25919631 0.25819692],[0.27527356 0.36960796 0.20212975],[0.4185054  0.4932791  0.07101463],[0.44468394 0.58849442 0.11393075]
[-0.19999999  0.075       0.1525    ],[-0.19985895  0.07511024  0.33996657],[-0.04917142  0.16175714  0.29541457],[0.13601542 0.26825532 0.24072295],[0.25956416 0.38184437 0.17777494],[0.39495888 0.50604928 0.03905907],[0.4186987  0.603921   0.07714704]
[-0.19999999  0.075       0.1525    ],[-0.19985761  0.07512045  0.33996508],[-0.04801825  0.16730021  0.31454819],[0.13858034 0.28059605 0.28336507],[0.259857   0.40341848 0.23503366],[0.40239909 0.53681338 0.11301446],[0.40280622 0.63696337 0.15254919]
[-0.19999999  0.075       0.1525    ],[-0.19985282  0.07512808  0.33996397],[-0.04797523  0.17059527  0.33582473],[0.13866544 0.28792846 0.33078259],[0.26015487 0.41661963 0.30235386],[0.41111448 0.55980635 0.20381558],[0.40626708 0.65827769 0.24709436]
[-0.19999999  0.075       0.1525    ],[-0.19984132  0.07511036  0.33996412],[-0.03703164  0.15038997  0.33507517],[0.1630441  0.24291654 0.32911026],[0.29448879 0.35980105 0.29461586],[0.45533979 0.48631638 0.18915391],[0.46108329 0.58613503 0.22910944]
[-0.19999999  0.075       0.1525    ],[-0.19983965  0.07510433  0.33996427],[-0.03462727  0.1444537   0.33029646],[0.16840252 0.22969347 0.31846035],[0.3011021  0.3434056  0.27858707],[0.4602333  0.46638337 0.16653731],[0.46868658 0.56592661 0.2066981 ]
[-0.19999999  0.075       0.1525    ],[-0.19984069  0.07511426  0.33996385],[-0.03672327  0.14910668  0.35071731],[0.16372691 0.24005082 0.36396766],[0.29048073 0.3639794  0.33741748],[0.45591468 0.49406716 0.24408984],[0.45051873 0.59697783 0.27529162]
[-0.19999999  0.075       0.1525    ],[-0.19982928  0.07510164  0.33996373],[-0.03341976  0.14194602  0.34609425],[0.17107998 0.22410344 0.3536686 ],[0.31533441 0.32878244 0.33462727],[0.5009889  0.43558273 0.25020206],[0.51049006 0.53721207 0.28447264]
[-0.19999999  0.075       0.1525    ],[-0.19982396  0.07509442  0.33996364],[-0.03314655  0.14147985  0.3369199 ],[0.17168689 0.22307062 0.33322665],[0.32515186 0.3136788  0.31404966],[0.51548529 0.40957612 0.22699931],[0.54059243 0.50446779 0.27125269]
[-0.19999999  0.075       0.1525    ],[-0.19984719  0.07512619  0.33996361],[-0.04706553  0.16909671  0.33492368],[0.14068848 0.28458971 0.3287769 ],[0.26880166 0.40837747 0.30896151],[0.42382994 0.55328876 0.21969119],[0.43268308 0.64565545 0.27431011]
[-0.19999999  0.075       0.1525    ],[-0.19985378  0.07513078  0.33996397],[-0.04938725  0.17195259  0.32641229],[0.1355221  0.29095277 0.30980748],[0.25716266 0.42061323 0.28700852],[0.40162486 0.5739125  0.19410278],[0.41094467 0.66540718 0.25009421]
[-0.19999999  0.075       0.1525    ],[-0.19985108  0.0751247   0.33996409],[-0.04788677  0.16895416  0.322604  ],[0.13886562 0.28427601 0.30132148],[0.26479411 0.40922582 0.27567184],[0.41787663 0.55191743 0.17972048],[0.42607579 0.64723146 0.22913037]
[-0.19999999  0.075       0.1525    ],[-0.20026672  0.07465111  0.34008199],[-0.05691456  0.17026204  0.28903168],[0.11898804 0.28728098 0.22629498],[0.2301624  0.41515186 0.16763011],[0.35965908 0.5512439  0.03471728],[0.36615831 0.65360504 0.06707224]
[-0.19999999  0.075       0.1525    ],[-0.20057225  0.07446224  0.34012058],[-0.05016571  0.15842307  0.2885972 ],[0.13423246 0.26114315 0.22521935],[0.25199175 0.3831532  0.16687818],[0.38198188 0.51874441 0.03398603],[0.40050644 0.61658096 0.07456705]
[-0.19999999  0.075       0.1525    ],[-0.1998615   0.0751157   0.33996624],[-0.04778253  0.16040599  0.29757667],[0.13911289 0.26524049 0.24553983],[0.25521421 0.38958958 0.18909341],[0.38794839 0.52422971 0.05773796],[0.40028241 0.62464333 0.0945896 ]
[-0.19999999  0.075       0.1525    ],[-0.19986151  0.0751157   0.33996612],[-0.04989714  0.16297361  0.29534256],[0.13440052 0.27096316 0.24056242],[0.25214911 0.39431313 0.18534939],[0.38615686 0.52894902 0.05528869],[0.39923611 0.62859565 0.09392302]
[-0.19999999  0.075       0.1525    ],[-0.19986016  0.0751153   0.33996612],[-0.0490519   0.16109833  0.29454303],[0.13628402 0.2667838  0.23878053],[0.25647628 0.38831288 0.18481281],[0.38590205 0.52884752 0.05636308],[0.41179749 0.62204659 0.10365376]
[-0.19999999  0.075       0.1525    ],[-0.1998612   0.07511237  0.33996645],[-0.04987771  0.16190021  0.29335591],[0.13444412 0.26857367 0.23613468],[0.25443947 0.3872987  0.17584895],[0.38212186 0.52272648 0.04035808],[0.40841496 0.61725318 0.08470307]
[-0.19999999  0.075       0.1525    ],[-0.20051375  0.07458944  0.34011781],[-0.04983757  0.16024512  0.29303738],[0.13506581 0.26537889 0.23505785],[0.25467852 0.38295394 0.1720008 ],[0.38234153 0.51521993 0.03385501],[0.40896004 0.6109482  0.07526624]
[-0.19999999  0.075       0.1525    ],[-0.2005627   0.07449135  0.34012717],[-0.05273386  0.1647158   0.2921223 ],[0.12858024 0.27521813 0.23303354],[0.25088114 0.39070082 0.17109175],[0.38396251 0.518897   0.03415427],[0.40763494 0.61591911 0.07417788]
[-0.19999999  0.075       0.1525    ],[-0.19984712  0.07510065  0.33996597],[-0.04240283  0.15169929  0.30068895],[0.15108904 0.2458473  0.25247934],[0.28697288 0.34698251 0.19385533],[0.43572512 0.46073568 0.05993578],[0.48399216 0.5486545  0.09909856]
[-0.19999999  0.075       0.1525    ],[-0.19996747  0.07502092  0.34001631],[-0.04414307  0.15302171  0.29685026],[0.14722492 0.24889119 0.24378034],[0.28211719 0.34641421 0.17729491],[0.43259674 0.44713604 0.03520958],[0.48863801 0.53473592 0.06308448]
[-0.19999999  0.075       0.1525    ],[-0.20041047  0.0746292   0.34010595],[-0.04845661  0.15950271  0.29578611],[0.13807443 0.26345015 0.24126665],[0.27316356 0.36098716 0.17535448],[0.42914143 0.45562309 0.03543924],[0.48855153 0.54217887 0.05935362]
[-0.19999999  0.075       0.1525    ],[-0.19985428  0.07510914  0.33996621],[-0.05186179  0.16755071  0.29811549],[0.1300149  0.28116363 0.24674654],[0.26163924 0.38535771 0.18390295],[0.41125292 0.49284193 0.04583068],[0.4707171  0.57784158 0.07467935]
[-0.19999999  0.075       0.1525    ],[-0.19985934  0.07511363  0.3399663 ],[-0.05295921  0.16943921  0.29846936],[0.12757352 0.28537032 0.24753307],[0.25268143 0.39702362 0.18419456],[0.38600272 0.52320886 0.04525638],[0.4496192  0.60339236 0.07867512]
[-0.19999999  0.075       0.1525    ],[-0.19985884  0.07511264  0.33996648],[-0.05343634  0.1692095   0.29631811],[0.1265108  0.28485891 0.24273857],[0.2514081  0.3959356  0.17798725],[0.37781569 0.52902305 0.0390273 ],[0.45925838 0.59258473 0.06936174]
[-0.19999999  0.075       0.1525    ],[-0.20044218  0.07435248  0.34014279],[-0.06075864  0.17945608  0.29849434],[0.11067144 0.30803427 0.24726632],[0.22550167 0.427064   0.17827469],[0.34383962 0.56135046 0.03398614],[0.41634646 0.63600594 0.06157083]
[-0.19999999  0.075       0.1525    ],[-0.19981003  0.07513691  0.33996031],[-0.06725027  0.18929996  0.30004895],[0.09567258 0.32958838 0.25108793],[0.20739934 0.45102668 0.18104379],[0.33739805 0.57350409 0.03573677],[0.39221603 0.6629653  0.05995874]
[-0.19999999  0.075       0.1525    ],[-0.20032312  0.0746702   0.34009412],[-0.08340397  0.20521432  0.30134922],[0.06015375 0.36568666 0.25358537],[0.1589967  0.49681008 0.18204336],[0.28587636 0.62419319 0.03866437],[0.32203856 0.72392267 0.05747731]
[-0.19999999  0.075       0.1525    ],[-0.20048518  0.07440213  0.34013012],[-0.09602895  0.21268833  0.2928991 ],[0.03203237 0.38252673 0.23460542],[0.12764733 0.52024668 0.17144869],[0.25394374 0.65816152 0.03750703],[0.27139127 0.76265591 0.05671773]
[-0.19999999  0.075       0.1525    ],[-0.19989797  0.07515113  0.33996636],[-0.09320642  0.2134887   0.29899892],[0.03790982 0.3835004  0.24871816],[0.13249026 0.52225816 0.18600878],[0.25689286 0.6620087  0.0518693 ],[0.26882672 0.76732486 0.07082368]
[-0.19999999  0.075       0.1525    ],[-0.1998708   0.0751363   0.33996519],[-0.07261091  0.19718337  0.30668232],[0.08378108 0.34717155 0.26584464],[0.20592946 0.46950501 0.21845335],[0.36930332 0.58618802 0.10579122],[0.39040253 0.69014192 0.12427362]
[-0.19999999  0.075       0.1525    ],[-0.19985665  0.07512808  0.33996451],[-0.06244019  0.18746145  0.31358409],[0.10643224 0.32551008 0.28122669],[0.24038792 0.43855751 0.24371181],[0.41928497 0.54340756 0.14371049],[0.4449673  0.64597487 0.16404676]
[-0.19999999  0.075       0.1525    ],[-0.19999999  0.075       0.33999997],[-0.20000005  0.075       0.51950002],[-0.20000005  0.075       0.74000001],[-0.20000006  0.07500001  0.91924995],[-0.20000006  0.00975009  1.13999987],[-0.20000006  0.07500004  1.22565007]
[-0.19999999  0.075       0.1525    ],[-0.20000014  0.0750002   0.33999881],[-0.20000434  0.07500021  0.51949769],[-0.20000958  0.07500012  0.7399978 ],[-0.20001613  0.07499966  0.91924655],[-0.2000242   0.00974932  1.1399951 ],[-0.20002747  0.07499911  1.2256453 ]
[-0.19999999  0.075       0.1525    ],[-0.20000671  0.07500025  0.33999866],[-0.21201916  0.07411427  0.51909316],[-0.22677615  0.07302609  0.73909628],[-0.22545916  0.07409357  0.91833711],[-0.21049897  0.01153747  1.13935804],[-0.22930014  0.07464644  1.2245481 ]
[-0.19999999  0.075       0.1525    ],[-0.19999494  0.07500283  0.3399986 ],[-0.21277259  0.0718649   0.51901472],[-0.22846787  0.06800977  0.73892218],[-0.20060822  0.0786635   0.91567242],[-0.141919    0.0312594   1.13314986],[-0.1599386   0.09407132  1.21872818]
[-0.19999999  0.075       0.1525    ],[-0.19996162  0.07501315  0.33999732],[-0.20294876  0.07421073  0.5194689 ],[-0.20661372  0.07322577  0.73993647],[-0.14481172  0.09496088  0.90678579],[-0.05357724  0.05831292  1.11492252],[-0.04456543  0.13091257  1.19392633]
[-0.19999999  0.075       0.1525    ],[-0.19997932  0.07501928  0.33999759],[-0.22406203  0.06879056  0.5177654 ],[-0.25364378  0.0611411   0.73613721],[-0.19417697  0.09846448  0.90106535],[-0.09750955  0.083767    1.10945618],[-0.11033916  0.15586533  1.18839169]
[-0.19999999  0.075       0.1525    ],[-0.19998446  0.07503518  0.33999664],[-0.22594306  0.06380777  0.51725465],[-0.25782931  0.05001926  0.73499864],[-0.19979827  0.12313508  0.88802648],[-0.08579883  0.16424136  1.08373666],[-0.11574201  0.23622327  1.15800381]
[-0.19999999  0.075       0.1525    ],[-0.19998118  0.07504831  0.33999604],[-0.21951437  0.06317365  0.51803464],[-0.24350691  0.04859158  0.73673689],[-0.19170871  0.13523608  0.88486212],[-0.08323575  0.19578636  1.0786531 ],[-0.1168415   0.27224103  1.14661574]
[-0.19999999  0.075       0.1525    ],[-0.1999898   0.07502836  0.33999753],[-0.21767059  0.0600901   0.5179984 ],[-0.23938824  0.04174212  0.73665679],[-0.19865343  0.10668275  0.89868778],[-0.11210217  0.1338564   1.11024737],[-0.14634332  0.20707577  1.18138111]
[-0.19999999  0.075       0.1525    ],[-0.19996057  0.07504956  0.3399955 ],[-0.19536977  0.07907256  0.51938796],[-0.18972479  0.08402067  0.73975974],[-0.12517233  0.15972802  0.88886696],[-0.01268571  0.19831708  1.0859611 ],[-0.02007441  0.28677407  1.14690769]
[-0.19999999  0.075       0.1525    ],[-0.19993074  0.07505235  0.33999297],[-0.1901513   0.08117083  0.51911497],[-0.17812869  0.08869284  0.73915857],[-0.07774577  0.16287954  0.86781216],[0.06840658 0.19526732 1.04268003],[0.0921274  0.28945443 1.08915341]
[-0.19999999  0.075       0.1525    ],[-0.1999491   0.07503811  0.33999461],[-0.21189302  0.06765602  0.51894045],[-0.22655934  0.05859168  0.7387653 ],[-0.13028128  0.12793303  0.87313032],[-3.26402485e-04  1.53292045e-01  1.06142855e+00],[0.03404146 0.24649839 1.10296321]
[-0.19999999  0.075       0.1525    ],[-0.19997291  0.07503628  0.33999538],[-0.2272007   0.05131877  0.51582336],[-0.26064429  0.02218774  0.73181635],[-0.18077086  0.10744779  0.86776501],[-0.06200727  0.15527011  1.05906332],[-0.04341322  0.25327423  1.09959769]
[-0.19999999  0.075       0.1525    ],[-0.19997102  0.07504474  0.33999377],[-0.22290899  0.04747634  0.51587051],[-0.25108206  0.01361572  0.73192596],[-0.17207828  0.12630616  0.84677839],[-0.04307683  0.21504183  1.01551843],[-0.0458398   0.31706417  1.04983413]
[-0.19999999  0.075       0.1525    ],[-0.19997001  0.0750562   0.33999318],[-0.21977511  0.04978418  0.51659375],[-0.24409974  0.01874567  0.73353833],[-0.16844809  0.13912414  0.84270799],[-0.04184563  0.23970355  1.00654888],[-0.04981546  0.3425149   1.03753388]
[-0.19999999  0.075       0.1525    ],[-0.19997133  0.07504681  0.33999363],[-0.2209197   0.04818082  0.51622677],[-0.24664862  0.01518337  0.73272008],[-0.17083144  0.1315352   0.84606034],[-0.03773673  0.22783627  1.00730836],[-0.04566058  0.32870764  1.04413104]
[-0.19999999  0.075       0.1525    ],[-0.19996785  0.07506026  0.33999231],[-0.21790528  0.05124063  0.51699299],[-0.23993509  0.02198683  0.73443019],[-0.16263753  0.1486619   0.83498299],[-0.02468438  0.26079211  0.98121774],[-0.02748272  0.36620232  1.0030036 ]
[-0.19999999  0.075       0.1525    ],[-0.1999608   0.07504943  0.33999211],[-0.22229542  0.05303176  0.51672554],[-0.24972624  0.0259909   0.73383504],[-0.14999816  0.14024538  0.82939953],[0.00726838 0.23095036 0.97092259],[0.02479592 0.3359265  0.98724782]
[-0.19999999  0.075       0.1525    ],[-0.19994719  0.07505515  0.33999094],[-0.21898986  0.06016162  0.51784855],[-0.24237487  0.04187226  0.73634046],[-0.12768571  0.15051618  0.82105029],[0.04564469 0.23243165 0.94846988],[0.07145769 0.33616897 0.96135581]
[-0.19999999  0.075       0.1525    ],[-0.19994383  0.07504435  0.33999115],[-0.22011612  0.06274192  0.51792258],[-0.24488845  0.04763462  0.73650485],[-0.11791319  0.14066082  0.82227337],[0.0583585  0.20067458 0.95760733],[0.10953254 0.29533923 0.95391452]
[-0.19999999  0.075       0.1525    ],[-0.19992848  0.07504518  0.33998889],[-0.21551405  0.06824608  0.51867265],[-0.23464948  0.05989873  0.73818177],[-0.08817343  0.14416975  0.79798651],[0.11005618 0.19410399 0.90381992],[0.17041487 0.2808913  0.88336039]
[-0.19999999  0.075       0.1525    ],[-0.19992885  0.0750403   0.33998796],[-0.21582909  0.06839461  0.51864898],[-0.23535061  0.06023518  0.73813128],[-0.08155036  0.1425325   0.77944219],[0.12752458 0.19084238 0.86277521],[0.18379997 0.28082865 0.84462321]
[-0.19999999  0.075       0.1525    ],[-0.19991252  0.07505288  0.33998427],[-0.18789646  0.08028519  0.51898944],[-0.17311969  0.08672036  0.73889935],[-0.01610761  0.17303649  0.74456435],[0.20328352 0.22979647 0.78502524],[0.25024849 0.32336041 0.75984591]
[-0.19999999  0.075       0.1525    ],[-0.19990417  0.07504937  0.339984  ],[-0.18397261  0.08166797  0.51863599],[-0.16438498  0.08980552  0.7381134 ],[-0.00404114  0.1692287   0.74894083],[0.21691683 0.21526153 0.79421562],[0.26826659 0.30739105 0.77255189]
[-0.19999999  0.075       0.1525    ],[-0.19991435  0.07505196  0.33998567],[-0.1931017   0.07805674  0.51931685],[-0.18471748  0.08175514  0.73962569],[-0.02994253  0.16787073  0.76725817],[0.18384749 0.22200954 0.83323711],[0.23305625 0.31655359 0.8179478 ]
[-0.19999999  0.075       0.1525    ],[-0.19989899  0.0750547   0.33998424],[-0.17491424  0.08568294  0.51740158],[-0.14420536  0.09874623  0.73536134],[0.01112778 0.18294618 0.76564783],[0.22524741 0.23361894 0.83329487],[0.2745088  0.32871297 0.82214445]
[-0.19999999  0.075       0.1525    ],[-0.19990735  0.07507705  0.33998314],[-0.17229664  0.09255769  0.51646459],[-0.13836285  0.11404267  0.73327529],[1.31487846e-04 2.26028100e-01 7.53622890e-01],[0.20387244 0.31723988 0.80984265],[0.23600502 0.41812104 0.7902379 ]
[-0.19999999  0.075       0.1525    ],[-0.19991681  0.07505459  0.33998519],[-0.19403918  0.07889099  0.51933163],[-0.18680362  0.08361162  0.73966289],[-0.03356736  0.17531198  0.75530589],[0.18199334 0.23797199 0.80627704],[0.22771145 0.33281076 0.78370667]
[-0.19999999  0.075       0.1525    ],[-0.19991609  0.07504679  0.33998495],[-0.19414119  0.07873446  0.51933712],[-0.18703093  0.08327161  0.73967713],[-0.02924779  0.16747713  0.75187498],[0.18665579 0.22485934 0.80739969],[0.24338618 0.30578557 0.76466155]
[-0.19999999  0.075       0.1525    ],[-0.19989756  0.07506453  0.33998224],[-0.16714424  0.0969997   0.51507711],[-0.1268912   0.12395465  0.73019075],[0.0297711  0.21077076 0.73767006],[0.2454823  0.27299586 0.78853559],[0.30064499 0.35286519 0.74193156]
[-0.19999999  0.075       0.1525    ],[-0.1998888   0.07506261  0.33998105],[-0.16091329  0.10002323  0.51338607],[-0.11301508  0.13069439  0.72642529],[0.0468956  0.21153587 0.73185861],[0.26549405 0.26546806 0.77978146],[0.3228299  0.34373966 0.73308897]
[-0.19999999  0.075       0.1525    ],[-0.19990253  0.07508039  0.33998105],[-0.16358121  0.10744822  0.51273638],[-0.11894432  0.14722168  0.72497785],[0.02497652 0.25407547 0.72727966],[0.23157749 0.34522107 0.77198482],[0.27477604 0.43054795 0.72251618]
[-0.19999999  0.075       0.1525    ],[-0.19990413  0.0751061   0.33997643],[-0.14896156  0.13724962  0.50044739],[-0.08636139  0.21360755  0.69760579],[0.04007328 0.33687854 0.66667593],[0.238644   0.45326969 0.66263902],[0.25821835 0.54294431 0.60634065]
[-0.19999999  0.075       0.1525    ],[-0.19992062  0.07511121  0.33997482],[-0.14495465  0.14421001  0.49621654],[-0.07741272  0.22911678  0.6881783 ],[0.01961385 0.3623454  0.61764878],[0.19292587 0.50163484 0.55802101],[0.18671164 0.584243   0.48923671]
[-0.19999999  0.075       0.1525    ],[-0.19991709  0.07508843  0.33997568],[-0.13365638  0.13598651  0.49524599],[-0.0522377   0.21081564  0.68601322],[0.05024656 0.31724665 0.58448213],[0.22995019 0.42027089 0.48403507],[0.22498709 0.49313968 0.4049176 ]
[-0.19999999  0.075       0.1525    ],[-0.19991072  0.07507744  0.3399753 ],[-0.12456241  0.13369727  0.49194193],[-0.03197787  0.20572539  0.67865157],[0.07442815 0.29678863 0.5667398 ],[0.25720596 0.37633923 0.45158675],[0.25443709 0.44460171 0.3683604 ]
[-0.19999999  0.075       0.1525    ],[-0.19991021  0.07507291  0.33997732],[-0.13968235  0.11653304  0.50387681],[-0.06567474  0.16747843  0.70524144],[0.0559552  0.26306635 0.61464703],[0.2536236  0.35011479 0.53499591],[0.26364851 0.4189184  0.45277894]
[-0.19999999  0.075       0.1525    ],[-0.19990955  0.07506541  0.33997744],[-0.13799445  0.11567687  0.50346041],[-0.06191359  0.16557823  0.70431393],[0.0622256  0.25274742 0.60876697],[0.26189658 0.3347612  0.52877283],[0.27467924 0.39180493 0.43834785]
[-0.19999999  0.075       0.1525    ],[-0.19990839  0.07507081  0.3399767 ],[-0.13315316  0.11963198  0.5004974 ],[-0.05112582  0.17438692  0.69771248],[0.06831549 0.2618416  0.59659886],[0.26371697 0.34689659 0.50954556],[0.27248305 0.41079822 0.42332596]
[-0.19999999  0.075       0.1525    ],[-0.19990571  0.07505491  0.33997735],[-0.13273697  0.11836436  0.50066775],[-0.05020113  0.17157659  0.69809407],[0.08185525 0.22945707 0.59156054],[0.28844348 0.27343318 0.50001478],[0.30759302 0.33717382 0.4153716 ]
[-0.19999999  0.075       0.1525    ],[-0.19989382  0.07506341  0.33997566],[-0.1289306   0.12323631  0.49761814],[-0.04173167  0.18242449  0.69130284],[0.09931653 0.24561213 0.60046518],[0.31322801 0.29619887 0.53208512],[0.33710366 0.37244987 0.45990533]
[-0.19999999  0.075       0.1525    ],[-0.19988626  0.07506838  0.33997557],[-0.12790105  0.12274155  0.49730548],[-0.03944553  0.18131679  0.69060665],[0.11006704 0.25101629 0.62041795],[0.32971987 0.30625707 0.57926995],[0.36041564 0.38830334 0.51665783]
[-0.19999999  0.075       0.1525    ],[-0.19988009  0.07506581  0.33997265],[-0.10559092  0.13960393  0.47835249],[0.01026826 0.21889776 0.64838165],[0.15191589 0.26388583 0.54812169],[0.366211   0.29403868 0.46962118],[0.39325291 0.35616955 0.3859387 ]
[-0.19999999  0.075       0.1525    ],[-0.19989482  0.07505848  0.33997357],[-0.09940463  0.14107886  0.473196  ],[0.02407147 0.22219297 0.63688731],[0.1396345  0.25936186 0.50496405],[0.33081812 0.2816323  0.37868053],[0.338415   0.33467373 0.28528327]
[-0.19999999  0.075       0.1525    ],[-0.19990106  0.0750595   0.3399753 ],[-0.11667082  0.13166969  0.48855159],[-0.01440172  0.20122294  0.6711005 ],[0.10971022 0.25017056 0.55135185],[0.30957082 0.29532659 0.44641969],[0.32099801 0.34425181 0.35118306]
[-0.19999999  0.075       0.1525    ],[-0.19989996  0.07505398  0.33997694],[-0.13423806  0.11783132  0.50143015],[-0.0535532   0.17038955  0.69979441],[0.08605401 0.22392347 0.60088766],[0.29866555 0.27164391 0.52664471],[0.32307017 0.32678089 0.43743432]
[-0.19999999  0.075       0.1525    ],[-0.1999142   0.07506236  0.33997929],[-0.15546523  0.10532709  0.5112077 ],[-0.10084306  0.14251593  0.72157371],[0.03213885 0.23138867 0.64061153],[0.23841003 0.31639317 0.5838747 ],[0.25943652 0.38314283 0.50204265]
[-0.19999999  0.075       0.1525    ],[-0.19991682  0.07506258  0.33997989],[-0.15910387  0.101771    0.51270044],[-0.10894906  0.13459137  0.72489756],[0.02319758 0.22813919 0.64793396],[0.22971126 0.31122115 0.589257  ],[0.2493069  0.3848266  0.51314998]
[-0.19999999  0.075       0.1525    ],[-0.19992104  0.07505012  0.33997941],[-0.13967392  0.11542225  0.50414598],[-0.06564469  0.16502576  0.70583886],[0.05036551 0.22211991 0.58166075],[0.24161175 0.26163027 0.45976153],[0.24708535 0.313411   0.3655121 ]
[-0.19999999  0.075       0.1525    ],[-0.19992116  0.07504497  0.33997941],[-0.13482288  0.11643136  0.50202727],[-0.05483391  0.16727978  0.70111763],[0.05758893 0.21585719 0.57019949],[0.24486054 0.2451393  0.43955866],[0.24746975 0.29115382 0.34224457]
[-0.19999999  0.075       0.1525    ],[-0.19991231  0.07505528  0.33997825],[-0.13680965  0.11644981  0.50280935],[-0.05927082  0.1673103   0.70286357],[0.06758057 0.23072419 0.59320152],[0.26919442 0.27640009 0.49191079],[0.28329742 0.33337504 0.40163878]
[-0.19999999  0.075       0.1525    ],[-0.19989604  0.07505541  0.33997598],[-0.12559567  0.11929036  0.49723533],[-0.03429725  0.17364013  0.6904484 ],[0.10256113 0.23102608 0.58987284],[0.3131839  0.27494606 0.50800341],[0.3358458  0.3210746  0.41338462]
[-0.19999999  0.075       0.1525    ],[-0.19990352  0.07507009  0.33997545],[-0.12419622  0.13296208  0.49204174],[-0.03116919  0.20409228  0.6788764 ],[0.09177746 0.27496988 0.5693332 ],[0.2892054  0.35200879 0.47943959],[0.3031289  0.3879267  0.37888953]
